1,1.4,1.2,0.7,3.5,22.5,2.0,1.7,1.5,1.3,2.8,1.0,7.8,0.7,1.2,1.4,1.5,1.7,1.4,1.3,1.2,1.6,0.9,1.8,1.2,1.3,1.0,0.9,1.1,1.0,1.3,1.0,1.6,5.3,1.2,1.4,1.0,1.9,24.4,3.0,1.4,3.0,1.3,1.5,2.2,1.2,1.3,0.9,1.3,2.2,1.3,1.2,1.2,1.1,1.2,1.1,3.0,1.4,1.2,2.4,0.8,1.0,1.5,1.3,0.7,0.6,2.8,1.0,1.3,1.1,1.3,1.2,2.5,15.7,0.9,2.0,1.3,1.1,0.8,1.7,1.2,0.9,2.1,1.1,1.3,0.9,1.1,1.3,1.1,1.1,1.3,1.0,0.9,1.1,1.7,0.8,1.0
1,3.4,1.8,1.2,181.1,1363.9,295.4,1.6,1.5,1.1,0.7,2.6,37.3,12.3,63.9,75.1,1.0,18.2,11.3,249.9,0.6,2.9,0.5,2.6,7.5,5.2,58.9,0.9,0.2,1.5,0.7,1.0,2.0,6.2,0.6,0.4,1.1,410.7,1436.6,12.0,1.2,2.8,2.4,13.0,1.4,2.4,0.4,8.9,1.1,2.9,379.3,24.1,0.6,1.3,0.2,1.7,12.0,3.9,0.7,505.7,2.8,93.0,335.1,6.1,1.1,5.2,47.1,2.1,2.1,2.1,144.0,3.3,16.0,0.8,8.2,64.1,1.7,2.8,2.5,1.1,0.7,0.8,0.6,0.4,0.7,17.2,90.6,0.3,0.6,9.5,2.6,3.2,0.5,0.8,2.2,3.5,21.8
1,2.0,1.8,1.3,8.7,30.7,2.9,1.2,2.7,3.2,0.7,1.9,3.9,1.0,1.3,1.9,2.5,4.3,0.4,2.0,0.7,0.6,1.0,0.6,1.3,1.0,0.5,1.6,0.5,1.2,1.8,1.1,0.8,2.7,1.9,0.6,1.0,2.2,28.5,1.3,0.6,0.7,0.7,2.0,0.6,1.0,1.2,0.9,1.3,1.7,2.3,1.0,1.0,1.1,0.6,1.6,1.3,1.1,1.0,3.0,0.8,1.0,2.4,1.3,0.6,1.4,2.1,1.3,0.7,1.0,1.8,1.3,3.8,1.1,1.1,2.1,0.5,1.1,0.8,0.8,1.2,1.5,1.2,1.1,0.8,1.7,2.2,0.3,0.9,0.6,1.6,1.2,0.9,1.1,5.1,0.7,1.1
1,25.0,11.5,1.2,4.8,3.0,4.4,3.6,16.1,6.1,1.8,3.6,13.7,1.5,0.5,2.5,3.5,1.4,3.9,4.3,3.7,1.5,1.9,1.0,1.2,2.4,3.3,3.9,0.9,1.7,5.2,1.6,0.5,0.9,3.3,1.1,1.3,10.0,4.0,2.1,1.3,5.1,1.6,4.1,1.3,1.7,1.5,2.6,1.2,7.8,7.2,0.8,3.3,0.9,1.4,2.9,2.1,1.9,1.4,2.7,2.4,1.5,6.4,1.7,0.2,1.4,4.9,2.0,0.6,2.0,1.6,2.6,2.8,13.1,1.7,1.7,1.1,2.1,1.2,0.3,1.3,1.7,1.7,1.6,1.2,1.5,4.9,0.3,1.2,0.4,1.3,2.0,0.8,0.9,8.0,1.7,0.9
1,3.1,2.1,1.3,12.3,788.4,5.9,3.1,5.7,2.2,0.6,3.2,3.9,2.4,0.7,4.1,4.2,1.7,0.3,0.7,5.2,0.3,3.1,0.7,0.9,0.8,0.3,1.7,2.1,1.3,6.1,1.9,1.8,1.1,0.8,0.8,1.6,21.6,923.7,0.2,0.6,2.3,0.6,2.3,0.3,0.8,2.6,1.0,1.1,9.3,1.1,0.8,0.7,0.7,0.8,1.5,0.2,0.2,2.1,1.6,1.1,4.0,0.3,1.3,0.5,1.2,7.0,2.4,1.1,0.7,1.7,1.0,1.1,2.5,1.3,1.1,0.6,0.6,1.1,1.1,1.3,2.3,1.2,0.6,0.7,0.7,1.9,1.2,1.3,1.1,1.4,0.8,0.8,1.0,9.9,0.9,1.0
1,3.9,2.5,1.8,15.9,2.3,1.3,1.0,1.9,3.5,0.5,2.3,0.1,1.9,0.6,1.1,1.6,0.5,1.0,2.0,1.9,1.3,1.4,1.7,1.0,1.6,1.4,1.8,1.1,1.5,17.0,2.2,1.1,1.0,1.2,1.0,1.2,1.1,1.0,5.2,0.8,4.1,1.9,1.1,1.1,0.9,1.3,1.1,1.0,15.7,0.7,1.0,1.5,1.0,0.7,1.3,5.2,1.9,1.1,0.6,1.1,1.7,0.6,1.1,0.3,1.7,1.7,1.8,0.8,0.9,1.0,1.2,0.6,0.8,1.7,0.7,1.5,0.6,1.3,0.5,1.4,1.9,1.6,0.9,1.3,1.8,3.7,1.4,1.5,0.9,1.1,1.2,0.8,0.9,11.5,1.1,1.7
1,3.7,3.0,1.7,14.4,1.8,1.1,0.9,3.4,3.3,0.6,2.2,1.0,1.7,0.7,1.0,1.7,0.4,1.6,1.4,1.8,0.9,1.3,0.7,1.0,1.6,0.9,1.7,1.1,1.4,14.7,1.9,0.6,1.4,1.4,1.0,1.2,0.7,0.6,3.5,0.6,2.6,1.1,1.2,0.6,0.7,1.2,1.6,0.9,9.7,0.7,0.9,0.8,1.0,1.5,1.1,3.5,1.2,1.0,0.6,1.1,2.0,0.6,1.1,0.5,2.2,1.3,2.3,0.7,1.0,1.0,0.9,0.5,0.5,1.5,0.9,1.0,0.6,1.2,0.7,1.3,2.3,0.7,0.9,0.8,1.9,3.4,1.7,1.5,0.6,1.2,1.2,0.8,0.9,9.1,1.0,1.5
1,2.9,3.3,0.5,67.9,214.4,112.6,0.8,1.1,2.3,0.3,0.5,291.6,16.4,11.2,44.1,4.9,12.5,2.0,35.6,1.1,1.5,0.2,5.7,4.1,3.1,27.6,0.3,0.0,0.3,0.4,0.9,0.0,1.3,6.2,1.7,2.0,473.3,535.4,8.1,1.1,8.2,3.3,4.1,6.4,2.0,0.7,3.2,0.9,4.7,167.8,6.0,0.9,1.9,0.0,2.8,8.1,1.7,0.7,81.8,30.8,31.6,168.2,4.0,4.7,1.8,6.4,3.2,1.0,1.5,35.8,1.2,5.3,0.5,6.0,39.9,2.5,2.1,1.1,0.2,0.7,0.6,1.0,0.2,0.8,5.1,12.1,0.3,0.4,2.5,3.6,1.4,0.6,1.0,1.3,3.1,0.6
1,5.2,3.6,0.7,49.7,162.0,93.8,1.4,0.7,3.1,0.5,0.1,24.6,38.0,8.8,28.6,2.0,1.0,1.0,23.0,0.9,2.2,2.2,4.7,2.5,2.4,36.6,0.4,0.0,0.4,0.4,1.3,0.1,7.3,3.5,1.2,2.0,210.2,346.2,9.2,1.3,6.0,5.1,8.8,5.5,1.2,1.7,5.0,0.6,3.8,104.3,2.7,1.4,2.1,0.3,3.9,9.2,2.3,1.0,11.3,65.0,21.0,77.1,3.5,1.4,1.6,16.6,2.0,1.0,0.3,22.6,1.6,4.6,1.4,8.1,23.6,1.9,5.5,1.2,0.2,0.7,0.9,1.0,0.3,0.8,2.5,6.7,0.5,0.6,0.6,1.4,2.0,0.8,1.1,0.5,2.1,1.1
1,3.6,2.3,0.7,2.6,158.9,10.0,3.2,1.4,6.0,0.4,0.7,23.5,3.8,0.8,4.5,5.1,3.8,2.0,5.0,2.0,1.5,1.3,0.9,1.4,0.8,3.3,1.6,0.2,0.4,0.5,0.9,1.0,2.9,4.2,1.0,1.5,14.9,100.5,1.1,0.3,1.1,2.1,3.8,1.0,0.7,0.7,1.4,0.4,2.1,8.8,0.5,0.9,1.2,1.8,0.6,1.1,1.6,1.2,15.1,3.1,2.9,10.5,1.1,1.3,1.0,5.5,2.3,1.0,1.5,4.9,1.7,1.0,1.2,1.2,3.7,1.6,0.7,0.7,0.4,0.7,1.4,0.7,0.6,0.5,1.6,3.1,1.0,0.4,0.6,0.4,1.2,2.2,1.1,2.2,1.8,1.0
