,1.9,1.2,1.3,2.0,1.3,1.3,1.0,1.2,1.3,1.2,0.9,3.3,1.1,0.7,0.7,1.3,1.1,0.8,1.4,1.8,1.5,1.1,2.6,1.1,1.2,1.5,1.1,1.4,1.2,1.4,1.2,1.0,1.2,1.1,1.4,1.1,1.3,1.6,2.1,1.5,2.6,1.5,2.5,4.2,1.3,1.1,0.9,1.1,1.6,1.0,1.0,1.3,1.2,1.0,0.9,2.1,1.4,1.5,0.6,1.5,1.0,0.8,1.6,0.8,0.6,0.8,2.1,1.9,0.9,1.1,1.2,0.6,1.0,1.0,1.3,1.8,1.1,1.0,2.2,1.2,0.6,1.9,1.3,1.5,0.7,0.9,1.1,1.4,1.5,1.2,1.1,0.9,1.2,1.5,1.0,0.9
,1.5,0.8,0.7,1.5,1.7,1.8,0.9,1.3,1.3,1.2,1.4,1.1,1.9,0.8,1.1,1.0,0.4,0.9,1.3,1.1,1.9,0.9,2.9,1.5,0.9,3.4,0.8,0.9,0.7,0.9,0.8,1.3,1.2,1.2,1.1,0.8,4.9,3.3,0.9,1.6,2.8,1.7,0.7,2.5,1.2,0.9,1.3,1.1,1.0,2.0,0.5,1.1,1.0,0.9,0.9,0.9,1.2,0.8,0.9,1.1,1.5,1.3,0.9,2.5,0.6,0.4,0.6,1.2,0.8,1.4,1.1,1.9,1.3,0.9,1.0,1.8,0.6,0.8,0.9,0.9,0.8,1.6,0.6,1.7,0.8,0.4,1.5,0.6,0.9,1.4,0.7,1.3,1.1,1.2,0.9,0.7
,2.3,1.4,1.6,5.5,1.6,0.9,1.0,1.9,1.4,1.1,1.2,6.7,1.4,0.9,0.8,1.3,1.6,1.5,1.2,4.1,1.0,1.3,1.2,1.0,1.3,0.9,1.3,1.2,1.5,3.1,1.2,1.0,1.2,1.2,1.4,1.2,1.1,3.1,4.9,1.4,2.0,0.9,2.2,0.9,1.4,1.1,1.1,1.0,2.4,1.0,1.0,0.7,1.3,0.8,1.3,4.9,1.0,1.3,1.2,2.1,1.3,1.1,1.4,0.9,0.9,0.4,2.1,3.1,1.1,0.9,0.9,0.1,0.7,1.0,1.7,1.0,0.9,1.1,2.0,1.3,1.2,0.7,1.2,0.8,0.5,3.6,1.0,1.2,1.3,1.2,0.9,0.9,1.1,1.8,1.0,0.5
,1.2,0.7,0.9,3.5,1.9,1.0,0.9,1.6,1.1,1.2,1.4,0.9,1.1,0.9,0.9,0.9,0.9,1.1,0.7,1.7,0.9,0.9,0.8,1.2,0.8,1.3,0.9,1.0,0.7,1.9,0.7,1.0,0.7,0.9,0.9,0.7,3.6,3.7,1.5,0.8,0.9,1.0,0.5,1.0,1.1,0.8,1.1,1.2,0.6,1.6,0.5,0.6,1.2,0.8,0.9,1.5,0.6,1.0,1.3,1.0,2.0,1.4,1.2,2.6,0.8,0.7,0.8,1.3,0.8,1.3,1.0,0.5,0.5,0.8,1.1,0.7,0.6,0.9,1.5,1.0,1.1,0.8,0.9,0.8,0.6,1.0,1.5,0.7,1.4,1.3,0.6,1.2,1.1,1.3,0.8,0.7
,17.9,10.7,1.4,4.7,7.3,5.8,7.8,33.6,4.3,6.7,3.4,37.8,1.9,1.3,2.3,3.2,0.3,1.3,2.7,5.5,1.0,3.1,1.4,1.0,0.9,3.2,1.9,1.3,2.0,2.1,1.7,0.6,1.0,1.4,1.4,1.4,6.2,11.3,0.5,1.6,5.6,0.8,4.4,0.9,1.2,2.5,1.6,1.1,14.1,9.1,1.0,1.5,1.1,1.2,3.4,0.5,2.1,1.1,1.0,1.6,2.0,11.6,1.6,2.1,1.2,3.4,2.9,0.8,2.1,2.4,1.8,0.7,32.4,1.4,1.3,1.2,1.5,1.0,0.7,1.3,1.2,1.1,0.8,0.7,1.6,2.6,0.3,1.0,1.0,0.9,1.3,0.9,0.9,3.2,1.1,0.9
,25.5,11.3,1.2,9.6,18.2,8.0,6.0,40.9,5.3,3.6,5.5,5.0,5.5,1.8,6.7,3.4,0.1,2.2,4.3,10.2,1.1,2.5,1.3,2.3,0.7,6.3,1.5,1.4,1.1,2.0,1.1,0.8,0.3,3.9,0.6,1.2,47.2,41.3,2.6,1.3,11.2,1.4,2.6,1.8,0.9,1.6,2.8,1.1,14.9,15.4,0.8,1.2,1.1,0.5,3.4,2.6,1.1,0.9,9.6,1.2,5.7,21.2,1.4,3.1,1.5,4.5,5.3,1.0,2.1,6.3,1.3,9.4,24.1,1.5,4.6,1.1,0.6,0.8,0.3,0.9,1.0,1.4,0.3,0.7,3.0,4.6,0.4,0.5,0.7,1.2,0.6,1.1,0.9,3.6,1.2,0.6
,68.2,11.9,1.0,1.6,3.9,2.9,2.7,0.8,6.6,0.6,0.6,5.2,2.2,1.0,1.1,2.2,2.7,0.9,2.8,2.4,2.0,1.2,3.2,1.2,1.0,1.1,1.2,1.1,1.1,0.8,1.7,0.7,1.5,1.4,1.6,1.2,3.4,3.5,1.6,1.9,3.6,1.7,4.4,3.1,1.4,1.6,1.4,1.0,6.8,2.9,1.0,2.0,1.3,1.6,0.8,1.6,4.2,1.3,0.7,3.3,0.9,2.1,1.9,0.4,0.8,4.3,0.8,0.6,2.0,1.8,2.4,3.9,14.7,1.4,1.6,1.9,2.0,1.2,1.4,1.3,0.6,2.3,1.1,1.2,1.3,0.8,0.5,0.8,0.9,1.1,1.1,0.9,1.0,0.8,1.4,0.7
,44.4,8.1,1.2,5.9,5.1,7.9,1.7,7.7,9.0,0.5,3.1,24.8,1.8,0.9,2.1,2.9,0.7,1.2,2.4,6.1,2.0,0.7,3.3,1.5,0.8,3.0,1.1,0.4,0.9,1.1,1.6,1.8,1.1,2.3,1.0,1.0,10.0,11.1,3.2,2.7,6.8,2.3,2.1,3.8,1.3,1.2,1.1,1.0,7.1,4.9,0.6,1.7,1.2,1.3,0.7,3.2,1.6,0.6,2.6,2.3,1.6,6.4,1.6,1.0,0.8,6.8,2.1,1.3,1.9,2.7,1.7,3.1,5.0,1.1,2.0,2.7,0.6,1.1,1.0,1.1,1.0,2.2,0.8,1.3,1.9,1.1,0.7,0.8,1.1,0.6,0.9,1.1,0.9,1.5,1.2,0.5
,1.6,1.2,1.5,1.5,1.5,1.0,1.0,1.0,1.2,1.0,1.0,1.0,1.5,0.7,0.9,1.0,0.7,1.0,1.1,2.1,0.9,1.1,1.0,0.9,1.2,0.8,1.0,1.0,1.2,1.1,1.2,1.2,1.3,0.8,1.0,1.1,1.0,1.2,1.4,1.2,0.6,1.0,1.2,0.9,1.1,1.1,0.8,1.0,1.0,3.0,1.0,0.8,1.0,0.9,1.1,1.4,0.8,1.0,0.5,1.2,1.0,0.6,1.6,0.9,0.9,0.8,1.4,1.5,0.9,1.1,1.0,0.5,0.5,1.0,1.0,0.9,1.1,1.2,2.7,1.2,1.1,0.9,1.3,1.0,0.4,1.2,0.9,1.1,1.7,1.2,1.0,1.0,1.2,1.1,1.0,0.6
,0.8,0.7,0.8,1.1,1.9,1.3,0.9,0.8,1.0,0.9,1.1,1.4,1.6,0.7,1.1,1.0,0.6,0.8,0.8,1.0,0.9,0.7,0.8,1.0,0.9,1.1,0.9,0.7,0.8,0.8,0.8,1.0,0.7,0.8,0.9,0.9,2.3,3.1,0.8,0.8,0.7,0.8,0.7,0.7,1.0,1.1,0.8,1.1,0.6,1.2,0.6,0.6,1.0,0.4,0.9,0.8,0.7,0.9,1.1,0.7,1.7,1.5,1.3,2.2,0.8,1.4,0.8,0.9,0.8,1.2,1.0,0.4,0.4,0.9,0.9,0.8,0.8,1.0,1.8,1.1,1.1,0.9,1.0,0.7,0.4,0.7,1.2,0.8,1.3,1.1,0.9,1.1,1.1,1.0,1.0,0.6
